categorie,description,nom,code_barre,stock_min,prix_achat,prix_vente,quantite_stock
Frigo,,Refrigerateur Hyundai Combine HYNBF-300AF 300L,,1,0,50,5
Frigo,,Refrigerateur Hyundai Combine HYNF-BCD250 220L,,1,0,50,11
Frigo,,Refrigerateur Hyundai HYNF-BC120 120L,,1,0,50,2
Frigo,,Refrigerateur Hyundai  HYNF-250AF 250L,,1,0,50,0
Frigo,,Refrigerateur Hyundai HYNF-KD130 130L,,1,0,50,2
Frigo,,Refrigerateur Hyundai HYNF-KD140 140L,,1,0,50,2
Frigo,,Refrigerateur Mona MBF350-BDBSSLV-MN 350L,,1,0,50,1
Frigo,,Refrigerateur Mona MRF245-BDNINV245L,,1,0,50,1
Frigo,,Refrigerateur Mona MRF215-TDBSSLV-MN 215L,,1,0,50,1
Frigo,,Refrigerateur Roch RFR-120S-I 120L,,1,0,50,1
Frigo,,Refrigerateur Mona MRF145-TDBV-MN 145L,,1,0,50,1
Frigo,,Refrigerateur Nasco Combine NASD2-293FL ,,1,0,50,1
Frigo,,Refrigerateur Nasco Combine NASD2-203FL,,1,0,50,5
Frigo,,Refrigerateur Nasco NASF2-258FL,,1,0,50,3
Frigo,,Refrigerateur Nasco NASF1-110FL,,1,0,50,1
Frigo,,Refrigerateur Nasco NASF2-110FL,,1,0,50,10
Frigo,,Refrigerateur Solstar 120L,,1,0,50,1
Frigo,,Refrigerateur Binatone FR-110 110L,,1,0,50,3
Frigo,,Refrigerateur Roch RFR-165DT-L 165L,,1,0,50,1
Frigo,,Refrigerateur Roch RFR-260DT-L,,1,0,50,1
Frigo,,Refrigerateur Hyundai HYNF-BCD160 160L ,,1,0,50,6
Boomer,,Boomer Amani M210,,1,0,50,8
Boomer,,Boomer barre de son Belko SL-S1,,1,0,50,15
Boomer,,Haut parleur LG XBOOM ON7 ,,1,0,50,9
Boomer,,Haut parleur Aiwa 140W X10TWS,,1,0,50,5
Boomer,,Haut parleur Aiwa 70W X5TWS,,1,0,50,4
Ventilateur,,Ventilateur Decakila 3 en 1 KEFC029B,,1,0,50,1
Ventilateur,,Ventilateur rechargeable Hepu HP-F02 16'',,1,0,50,22
Ventilateur,,Ventilateur rechargeable Syinix 16'',,1,0,50,3
Ventilateur,,Ventilateur rechargeable Syinix 18'',,1,0,50,3
Ventilateur,,Ventilateur rechargeable Hasmax KL-1578KR 18'',,1,0,50,4
Ventilateur,,Ventilateur rechargeable Itel IF-16-M001 16'',,1,0,50,6
Ventilateur,,Ventilateur rechargeable Qualitech YS-758 18'',,1,0,50,3
Ventilateur,,Ventilateur Binatone A-1810 18'',,1,0,50,1
Ventilateur,,Ventilateur rechargeable Smart STV-673 16'',,1,0,50,4
Ventilateur,,Ventilateur rechargeable VV 16'',,1,0,50,4
Ventilateur,,Ventilateur rechargeable Oscar 18'',,1,0,50,2
Ventilateur,,Ventilateur mural rechargeable Boreal BRWF-2018RC18 AC/DC 18'',,1,0,50,1
Ventilateur,,Ventilateur Binatone OBF-1650 16'',,1,0,50,2
Ventilateur,,Ventilateur Binatone A-1692 MK5 16'',,1,0,50,1
Ventilateur,,Ventilateur Binatone TS-2020 MK2 20'',,1,0,50,1
Ventilateur,,Ventilateur Binatone A-1612RC 16'',,1,0,50,1
Ventilateur,,Ventilateur Binatone VS-1656 16'',,1,0,50,3
Ventilateur,,Humidificateur Boreal BAC-2240-BLK,,1,0,50,2
Ventilateur,,Humidificateur Boreal BAC-2260-BLK,,1,0,50,1
Ventilateur,,Humidificateur Boreal BFA-024DC 10L,,1,0,50,3
Ventilateur,,Humidificateur Boreal BFA-016WB 16L,,1,0,50,2
Ventilateur,,Humidificateur Hasmax HM-1181,,1,0,50,2
Ventilateur,,Humidificateur Binatone BAC-201 20L,,1,0,50,4
Stockage ,,Disque SSD Lexar M2 NM620 256Go,,1,0,50,17
Stockage ,,Disque SSD Lexar M2 NM610 500Go,,1,0,50,10
Stockage ,,Disque SSD Lexar M2 NM620 512Go,,1,0,50,5
Stockage ,,Disque SSD Lexar M2 NM620 2To,,1,0,50,2
Stockage ,,Disque SSD Lexar SATA NS100 2To,,1,0,50,5
Stockage ,,Disque SSD Lexar SATA NS100 1To,,1,0,50,12
Stockage ,,Boitier de Disque SATA 2.5'',,1,0,50,90
Stockage ,,Boitier de Disque M2 ,,1,0,50,37
Stockage ,,Carte de capture video SDI,,1,0,50,5
Stockage ,,Carte de capture video HDMI 4K,,1,0,50,3
Stockage ,,Adaptateur USB-C 11 en 1,,1,0,50,11
Stockage ,,Adaptateur USB-C 8 en 1,,1,0,50,17
Stockage ,,Adaptateur USB-C Onten 13 en 1 ,,1,0,50,3
Stockage ,,Multiport USB type-C 4 en 1,,1,0,50,28
Stockage ,,Multiport USB type-A 4 en 1,,1,0,50,24
Stockage ,,Boitier de disque bureau 3.5'',,1,0,50,12
Stockage ,,Adaptateur de disque  SATA et IDE 3.5'' 3 en 1,,1,0,50,0
Stockage ,,Cable adaptateur de disque USB-C et USB-A  SATA ,,1,0,50,0
Stockage ,,Cable sonsole USB to RJ45 Jasoz D111,,1,0,50,5
Stockage ,,Chargeur universel 41W,,1,0,50,4
